1,0.5399471837,0.6444150483
2,0.902029845,0.4169950376
3,0.4967574817,0.6561413093
4,0.8234409951,0.1955557468
5,0.1693776171,0.9528149719
6,0.5195374167,0.1483905126
7,0.3760804907,0.7951686798
8,0.8470574395,0.1327138386
9,0.3287934317,0.478600802
10,0.7815352588,0.8433445
11,0.4018638916,0.3741351717
12,0.7404815369,0.7297125007
13,0.8970119451,0.3907005141
14,0.2296574765,0.6418015033
15,0.3546482258,0.405584305
16,0.1774964289,0.5061709118
17,0.9686350972,0.946146036
18,0.2645845488,0.2645789372
19,0.7848464888,0.614296951
20,0.2729562801,0.1071026217
21,0.352593717,0.9499399171
22,0.2641458261,0.5293284817
23,0.656385353,0.4419799041
24,0.9672313128,0.1504024572
25,0.4616492591,0.9453369719
26,0.7568601555,0.9125959818
27,0.8686412573,0.6103088153
28,0.7124796948,0.946504934
29,0.3625882871,0.7967933822
30,0.721769709,0.5495459938
31,0.4343428027,0.5109998895
32,0.5393352509,0.5245263248
33,0.3446799897,0.1108045483
34,0.522129238,0.4092621215
35,0.6759296122,0.8410073756
36,0.1633504035,0.7126343667
37,0.2641777076,0.7883624089
38,0.879523275,0.6003660574
39,0.9874697348,0.2623902123
40,0.5379606723,0.9878994508
41,0.8005756302,0.6315888321
42,0.9443110654,0.8523331389
43,0.3674969686,0.7416383494
44,0.9139499771,0.7741001769
45,0.4429049836,0.9708509502
46,0.7148478724,0.1188143166
47,0.6534556299,0.1203976468
48,0.9543249091,0.9795671729
49,0.8892535946,0.126960366
50,0.3437295853,0.1163241386
51,0.2672532247,0.8431233206
52,0.7018362854,0.5295735735
53,0.8978259372,0.1217369854
54,0.2470902778,0.5914493892
55,0.8677594382,0.6870106075
56,0.4140685554,0.3656502015
57,0.3016395126,0.8573256714
58,0.7176975235,0.4443914405
59,0.3589156298,0.6395436032
60,0.7015939556,0.7461053814
61,0.1760249082,0.6236477288
62,0.8850058324,0.4300965969
63,0.827738773,0.763556684
64,0.3517430828,0.4186489271
65,0.6903150261,0.7172687136
66,0.4201688463,0.2680375787
67,0.9544552568,0.938657242
68,0.5058166662,0.8356968075
69,0.2219511504,0.875088916
70,0.9919300576,0.6098746337
71,0.521503511,0.1080387449
72,0.3962323517,0.8133076031
73,0.9715693437,0.6108510425
74,0.3615692004,0.5991347696
75,0.7302316346,0.3716767985
76,0.58691559,0.191934948
77,0.7753266279,0.4043867771
78,0.3409653261,0.192954214
79,0.3398753005,0.921336521
80,0.4993200519,0.4149834395
81,0.627073712,0.5755094236
82,0.3340793534,0.7954217464
83,0.6185440946,0.3143193496
84,0.1954771652,0.6553527277
85,0.9992124972,0.752081644
86,0.7705377432,0.8885069212
87,0.8199035104,0.6626820709
88,0.4692273654,0.5540705904
89,0.6901498452,0.5654766025
90,0.3774236236,0.9446863449
91,0.9103206145,0.3411860778
92,0.6547609898,0.1373435131
93,0.7874759894,0.3697273296
94,0.3778652314,0.6352375351
95,0.1641222812,0.6636883917
96,0.2015870994,0.4271588282
97,0.7412057903,0.524607425
98,0.5918856089,0.8531966918
99,0.5249264801,0.3877789655
100,0.4896390583,0.8673959721
101,0.7284052478,0.1839388428
102,0.7533879749,0.4678974224
103,0.7627228969,0.1562308354
104,0.7186296121,0.2117771386
105,0.7603832053,0.8521831454
106,0.924013762,0.2788393471
107,0.574401714,0.4277011244
108,0.7467261191,0.5380088173
109,0.5231069954,0.6224427012
110,0.5358398335,0.1287745466
111,0.468682862,0.7875530846
112,0.8180521319,0.4494738295
